User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1001723,P001442,M,55+,4,A,4+,1,7,5.0,,13382
1003315,P003880,M,36-45,0,C,3,0,11,,,6016
1003158,P001579,M,0-17,9,A,4+,0,14,14.0,,11059
1002626,P004611,M,46-50,17,A,4+,1,1,,9.0,8332
1002730,P004857,F,26-35,9,B,1,0,6,16.0,,1068
1001598,P001281,M,18-25,0,B,1,0,17,,,8526
1003061,P003407,F,36-45,12,A,3,1,9,2.0,,5668
1002694,P003962,M,55+,3,A,4+,1,1,14.0,15.0,13099
1004892,P001822,M,26-35,11,C,0,1,12,,9.0,10163
1003628,P004702,M,55+,15,A,3,0,17,14.0,,12255
1001364,P003939,M,18-25,18,A,1,0,4,16.0,,10769
1001982,P004000,F,51-55,11,A,0,1,8,,15.0,16801
1001664,P002669,F,51-55,5,C,4+,0,19,2.0,17.0,11868
1001530,P001640,M,18-25,15,A,3,0,19,,,11277
1002039,P002031,M,51-55,11,C,3,1,5,8.0,,8966
1003303,P003016,M,36-45,9,C,1,0,11,,17.0,10509
1002238,P001562,M,26-35,4,B,2,1,6,8.0,,12372
1001307,P003538,M,18-25,18,A,2,0,13,5.0,,11170
1004030,P001340,M,36-45,11,B,2,0,19,5.0,,10120
1002676,P001471,M,26-35,7,C,3,0,6,2.0,3.0,11260
1001283,P004864,M,26-35,3,C,1,1,13,2.0,17.0,15775
1000710,P002710,F,36-45,6,C,1,0,6,,,10248
1004745,P004766,F,26-35,4,A,2,1,16,,,9630
1004414,P004775,M,46-50,10,B,0,0,18,16.0,,13412
1003749,P003296,F,18-25,16,A,2,0,11,2.0,9.0,3998
1004780,P001234,M,18-25,20,B,3,1,17,2.0,,11977
1000664,P002106,M,26-35,2,B,0,1,10,,3.0,9015
1001999,P002116,M,36-45,1,A,1,0,16,14.0,,7028
1003446,P002908,M,0-17,18,A,4+,0,5,8.0,,15111
1003744,P002417,M,51-55,1,A,0,0,10,,,10069
1001496,P001823,F,26-35,13,B,1,1,3,,,6858
1003305,P002291,F,0-17,0,C,0,0,19,,,12026
1003764,P004488,M,26-35,15,B,2,1,4,5.0,4.0,6374
1001854,P001631,F,0-17,14,C,0,0,12,,,8675
1004660,P004654,M,26-35,17,A,0,0,10,16.0,,9422
1001292,P001528,M,36-45,1,A,0,0,11,2.0,,11122
1003582,P004324,M,51-55,10,A,3,1,8,14.0,,17377
1003458,P002980,M,55+,20,B,3,1,12,8.0,,16992
1001637,P003169,M,55+,16,B,2,1,14,,,7615
1003697,P003939,M,0-17,12,C,4+,0,3,2.0,,10721
1003000,P003057,M,46-50,11,B,3,1,11,,,9781
1003153,P004870,M,36-45,1,B,4+,1,7,16.0,,12032
1000699,P002339,M,51-55,20,A,3,1,15,,,8098
1002161,P003885,M,26-35,17,A,1,1,11,5.0,,17994
1004098,P002296,M,0-17,9,A,1,1,7,2.0,,10947
1004738,P002329,M,51-55,11,B,0,1,19,8.0,,11071
1000855,P004876,M,18-25,16,B,4+,1,16,,,10326
1003475,P002233,F,36-45,13,A,0,1,19,16.0,,12343
1001708,P002981,M,0-17,18,B,0,0,13,16.0,9.0,9295
1002778,P002753,M,36-45,12,B,3,1,17,2.0,,10816
1001734,P003800,M,0-17,2,A,3,1,14,,,13497
1004932,P003933,M,55+,7,B,0,1,2,14.0,,6771
1003511,P003511,M,18-25,4,C,3,0,10,5.0,,12196
1000203,P003759,M,46-50,11,A,1,1,6,5.0,,12502
1003256,P003775,F,18-25,0,B,1,0,16,14.0,,6827
1004219,P003764,M,26-35,20,A,4+,1,7,8.0,,11588
1004497,P002948,M,36-45,15,C,1,1,19,16.0,,13271
1000767,P004487,M,46-50,11,C,0,1,10,16.0,,14287
1004390,P004287,M,36-45,16,B,2,0,15,,,11359
1002328,P003127,M,51-55,8,A,3,0,12,,,8873
1002932,P004850,M,0-17,12,B,0,1,9,,,8022
1000198,P003527,F,26-35,3,A,3,0,18,16.0,,7507
1001931,P001901,M,26-35,3,A,4+,1,17,,,12482
1003583,P001890,F,36-45,14,B,0,0,19,2.0,,9069
1000609,P002570,M,55+,9,A,0,0,10,,,14875
1003273,P002824,M,26-35,5,A,0,0,8,14.0,,11619
1001148,P003065,M,36-45,2,C,4+,0,5,5.0,,11994
1004283,P002188,M,0-17,14,B,0,0,13,2.0,15.0,12437
1003398,P002548,F,0-17,5,A,3,0,2,5.0,,8732
1002512,P001201,M,36-45,10,B,2,0,1,,,14146
1001795,P001740,M,18-25,1,C,0,0,8,14.0,,6169
1000660,P002369,F,18-25,1,A,4+,0,10,,,10409
1002812,P002389,F,0-17,0,B,4+,0,5,,3.0,5276
1001370,P003000,F,46-50,10,C,0,1,18,,4.0,6170
1001987,P002471,F,18-25,4,B,4+,0,2,,9.0,5155
1000147,P002536,M,36-45,5,A,1,1,9,5.0,3.0,17257
1003220,P001318,F,0-17,2,A,4+,0,16,8.0,,10140
1002912,P003264,M,26-35,19,C,2,1,17,,,13020
1001735,P002057,F,26-35,4,C,1,0,16,5.0,,15923
1001844,P002894,F,55+,19,C,3,1,1,2.0,,5833
1000489,P003313,M,18-25,8,C,1,0,5,16.0,,10270
1002977,P004711,F,46-50,18,B,2,0,19,5.0,,10923
1001960,P001723,M,51-55,4,C,1,1,18,2.0,3.0,15501
1002386,P003822,M,18-25,11,B,0,1,3,,,14378
1002920,P004895,M,46-50,11,C,4+,0,18,2.0,15.0,9643
1004737,P004151,F,18-25,15,A,0,0,11,,,8212
1001803,P002700,M,26-35,6,C,0,0,11,5.0,,15508
1004062,P001412,M,46-50,13,A,0,0,11,2.0,,9533
1003370,P002275,M,26-35,8,A,1,1,10,,,10895
1000263,P004083,F,55+,14,B,3,1,10,,,8955
1000624,P001400,M,36-45,10,B,4+,0,4,16.0,17.0,13807
1001017,P002839,F,36-45,3,A,1,0,9,,,11239
1003644,P001723,F,0-17,10,C,0,0,10,2.0,,4447
1004977,P003329,M,26-35,8,B,2,1,13,14.0,,8923
1002050,P002135,M,26-35,5,C,2,1,1,5.0,,8963
1003724,P003770,M,55+,16,C,0,0,16,2.0,,12137
1004549,P004449,F,0-17,8,B,3,0,19,8.0,,16046
1003109,P001750,F,36-45,5,A,4+,0,12,,,11685
1004091,P001267,M,36-45,5,A,1,0,5,,,10070
1002057,P004988,F,46-50,3,B,3,1,5,,,10744
1003171,P003345,M,46-50,19,B,2,1,7,,,10953
1001683,P002340,M,51-55,10,B,0,1,12,,3.0,9935
1002256,P001569,F,55+,2,B,1,1,14,14.0,,8370
1001155,P003556,M,36-45,17,A,3,0,1,5.0,,9267
1004500,P002973,F,51-55,15,B,3,0,6,,9.0,6334
1003192,P001545,M,18-25,20,A,3,0,18,2.0,3.0,13219
1001697,P003822,F,26-35,15,C,1,0,6,,,13169
1003992,P001364,M,46-50,11,A,4+,0,19,14.0,,14859
1004724,P001546,M,18-25,13,B,1,0,12,2.0,,14287
1004683,P001270,F,46-50,8,A,0,1,18,,,9140
1001649,P004545,M,0-17,6,C,1,0,3,8.0,,6710
1001446,P001738,M,26-35,13,B,3,1,11,16.0,,14356
1004200,P003584,F,51-55,19,A,4+,1,4,2.0,15.0,10468
1003924,P002257,M,51-55,19,B,4+,0,13,8.0,,11442
1000254,P001058,F,46-50,9,C,0,0,1,,,11044
1003184,P002274,M,36-45,10,C,0,0,6,8.0,,10248
1002558,P002870,M,55+,6,A,2,1,14,16.0,,17158
1000099,P001085,F,51-55,18,C,2,0,9,5.0,,12261
1002201,P001762,M,0-17,18,A,2,0,9,,4.0,11450
1002962,P001389,M,0-17,20,A,1,0,7,5.0,,6699
1004974,P002203,M,36-45,10,B,4+,0,15,14.0,,10806
1004434,P001718,F,0-17,5,A,0,1,10,2.0,,14174
1003778,P003903,M,55+,7,C,2,0,9,5.0,,13440
1002870,P001148,M,26-35,0,C,0,0,15,,,17361
1003235,P001582,M,46-50,7,A,2,1,9,2.0,,8777
1003792,P001120,M,0-17,4,A,1,1,7,,,5965
1000957,P003812,M,26-35,9,B,1,0,8,14.0,,14069
1004068,P003652,M,36-45,1,B,3,0,2,,3.0,13035
1000161,P003303,M,46-50,3,C,0,0,3,,,10940
1004494,P001765,M,36-45,1,C,3,1,2,2.0,,13423
1001301,P003911,M,46-50,14,B,1,0,1,2.0,17.0,14739
1004912,P001799,M,55+,19,A,1,0,12,16.0,9.0,11122
1003988,P004380,M,0-17,9,C,0,1,5,,,15147
1001528,P003106,F,0-17,20,A,3,0,18,8.0,,6563
1001219,P002021,M,46-50,1,C,3,0,19,5.0,,13341
1004497,P004140,M,26-35,5,A,3,1,2,8.0,15.0,10678
1004736,P002469,M,26-35,13,B,0,0,16,,15.0,13552
1003105,P003435,M,26-35,4,A,0,0,6,2.0,,13405
1002736,P002109,F,18-25,1,B,0,0,3,,,12337
1004556,P003833,F,51-55,13,B,4+,1,8,5.0,,8738
1000955,P002250,M,51-55,12,B,1,0,4,2.0,,7483
1004566,P003640,M,51-55,1,C,4+,0,18,16.0,,15587
1003447,P002649,M,26-35,8,B,4+,1,4,,,8098
1001046,P004255,M,0-17,2,A,1,0,8,2.0,,6467
1001694,P002815,F,55+,14,C,2,1,7,5.0,,11088
1003437,P002345,M,18-25,2,C,2,1,18,,15.0,12005
1000563,P003956,M,26-35,11,A,2,0,1,16.0,3.0,5865
1002486,P002341,M,0-17,5,C,0,0,18,14.0,,8615
1003355,P003613,M,18-25,18,C,0,1,2,14.0,,10052
1000226,P003446,M,0-17,16,B,3,1,19,5.0,,11807
1004894,P002732,F,46-50,5,A,3,1,10,2.0,,11701
1000960,P001898,M,0-17,18,B,4+,1,1,,,11163
1004549,P004364,M,18-25,16,B,3,0,7,,,12276
1003068,P003340,M,26-35,15,B,0,0,14,16.0,,9751
1000816,P001484,M,51-55,20,B,4+,0,1,,,9729
1004755,P004970,M,18-25,7,C,3,0,4,14.0,,12123
1004643,P004518,M,26-35,18,B,3,1,11,,9.0,11190
1003121,P001802,M,26-35,7,A,2,0,2,,,13750
1000017,P002715,M,55+,19,C,0,0,8,2.0,17.0,9917
1001244,P002915,F,36-45,14,B,4+,1,18,,,13366
1002206,P004483,M,55+,7,A,1,1,17,,,13208
1002525,P004579,F,46-50,2,B,3,1,14,,3.0,9035
1001070,P002757,M,36-45,15,A,0,0,18,16.0,3.0,15334
1003445,P002809,M,51-55,2,C,4+,0,10,14.0,,9844
1002566,P003937,M,18-25,0,B,0,0,18,,,14558
1001061,P003291,F,36-45,7,C,0,0,5,,,12160
1002328,P002443,M,51-55,8,A,4+,0,8,2.0,,13850
1003421,P002952,M,26-35,11,C,2,0,10,,,11686
1000302,P004007,M,18-25,17,B,2,0,1,,,6629
1004277,P004225,M,36-45,16,B,3,0,17,8.0,,13744
1000607,P003863,M,0-17,7,C,2,1,19,,,18040
1003171,P004495,F,51-55,19,B,3,0,17,16.0,,16939
1000700,P003320,M,51-55,10,B,3,0,10,8.0,,9408
1001140,P002670,M,46-50,6,A,4+,0,18,14.0,,13701
1000191,P002848,M,0-17,13,B,0,0,1,5.0,,7815
1002301,P001519,M,18-25,9,C,1,1,17,2.0,17.0,17695
1000981,P002151,M,36-45,14,C,1,1,13,2.0,17.0,14314
1002976,P002396,F,26-35,11,B,2,1,10,,,11068
1001185,P003615,M,36-45,19,C,4+,1,1,8.0,,12257
1003328,P003685,F,55+,16,B,1,1,7,,,4107
1003395,P003206,F,18-25,7,B,0,1,13,,4.0,9641
1000128,P004642,M,18-25,13,B,3,0,7,,,12183
1002066,P004641,M,18-25,14,B,3,0,6,,,8352
1001817,P001651,M,18-25,10,B,4+,1,13,2.0,4.0,11050
1000570,P003223,F,55+,11,B,2,0,8,14.0,,11597
1001896,P002950,M,51-55,19,C,0,1,16,,,14345
1002734,P003667,M,36-45,15,A,2,1,9,2.0,,10756
1003864,P001210,M,0-17,19,A,2,1,13,,,12001
1004722,P003494,M,26-35,17,A,4+,1,2,2.0,,7665
1004015,P001585,M,26-35,9,B,3,1,12,,,9966
1002902,P001166,M,46-50,18,B,2,1,12,2.0,,14265
1001687,P003507,F,51-55,17,A,2,0,15,2.0,17.0,8065
1003010,P003963,F,18-25,0,B,0,0,10,14.0,,13578
1000155,P004428,M,18-25,3,B,3,1,14,,,15414
1002538,P004375,M,18-25,6,C,2,1,17,14.0,3.0,14272
1001410,P002256,F,51-55,0,C,1,0,10,8.0,,12160
1004058,P004398,M,0-17,7,B,1,0,11,16.0,,7978
1000785,P004955,F,18-25,16,A,3,0,17,16.0,17.0,13353
1003176,P002205,M,46-50,7,A,3,0,11,8.0,,8640
1004342,P004705,M,46-50,4,C,4+,1,15,16.0,15.0,7126
1002807,P004405,M,0-17,0,B,2,0,4,,4.0,11767
1000538,P002738,M,51-55,14,A,1,1,4,,,16302
1001842,P002052,F,18-25,3,A,1,1,15,,9.0,9186
1002456,P001713,M,55+,6,C,3,1,14,14.0,,13766
1000525,P004164,M,36-45,13,B,3,1,9,,,12942
1002951,P003888,M,36-45,11,B,0,0,16,14.0,,12854
1004132,P003915,F,26-35,20,A,0,1,1,,17.0,4675
1004781,P001687,M,0-17,2,B,3,0,3,8.0,,11345
1004116,P001329,F,36-45,19,C,0,1,4,14.0,,14237
1002369,P002746,M,26-35,17,C,3,0,19,5.0,3.0,16048
1003848,P002207,M,46-50,7,C,3,1,9,16.0,,5922
1004496,P003142,F,26-35,1,B,4+,0,19,8.0,,15275
1002702,P001784,M,18-25,5,B,0,0,8,,3.0,11301
1000972,P003696,M,18-25,6,B,2,0,4,16.0,4.0,14668
1001167,P004820,M,46-50,6,A,2,0,13,5.0,,7794
1004930,P003400,M,0-17,12,C,4+,1,19,2.0,,11299
1002775,P003977,M,51-55,0,B,2,1,14,2.0,,12527
1001983,P001940,M,18-25,7,B,2,1,5,8.0,,14756
1000854,P004031,M,18-25,12,C,4+,1,18,8.0,,12382
1004147,P002288,M,26-35,19,C,1,1,18,14.0,,11304
1003737,P004718,M,26-35,18,B,4+,0,15,,,12031
1003770,P002679,M,26-35,16,A,4+,1,17,16.0,15.0,18539
1000575,P004090,F,36-45,12,B,0,0,3,,,6497
1003262,P004814,F,55+,15,C,2,0,1,2.0,,7881
1001149,P003693,M,46-50,14,A,2,0,18,,3.0,9870
1001716,P001625,M,0-17,10,C,1,1,16,2.0,3.0,14156
1004778,P004570,F,26-35,11,A,4+,0,6,5.0,15.0,6883
1004934,P001138,M,0-17,2,B,3,0,9,2.0,3.0,11965
1003855,P004708,M,55+,8,B,1,0,10,,4.0,9334
1002492,P003763,F,26-35,13,A,1,0,17,,4.0,12745
1002661,P004644,M,18-25,6,C,2,1,7,2.0,,11805
1003125,P001761,M,55+,10,B,2,1,14,14.0,,14897
1003052,P002833,F,0-17,9,A,2,0,14,2.0,,12610
1000005,P004596,M,36-45,2,B,2,1,12,2.0,,15632
1004870,P004979,M,26-35,18,C,1,0,6,16.0,9.0,17869
1000877,P003302,M,51-55,1,A,4+,0,14,14.0,,19276
1000992,P004156,M,46-50,16,C,2,0,8,,,12718
1004143,P004529,F,18-25,1,A,0,0,17,,15.0,12333
1004365,P002555,M,55+,20,A,1,0,8,8.0,,10361
1004466,P004633,M,55+,15,A,3,0,8,8.0,,10643
1000636,P001675,F,26-35,16,A,3,0,17,8.0,,12469
1001694,P001091,M,55+,9,B,4+,1,11,,,9151
1001683,P004671,M,0-17,3,C,1,0,7,2.0,,13107
1004753,P002092,M,26-35,10,A,1,0,7,5.0,3.0,5768
1000120,P001036,M,18-25,16,A,1,1,12,2.0,,12466
1000831,P004836,M,46-50,11,A,0,1,16,2.0,,10186
1003676,P002787,F,46-50,20,B,0,0,13,8.0,,9866
1001370,P003187,F,46-50,9,C,2,1,15,2.0,9.0,12998
1000741,P003914,M,51-55,15,C,3,1,19,5.0,17.0,9823
1000117,P004964,M,18-25,3,A,0,0,3,,3.0,8609
1002839,P003727,M,51-55,2,B,3,1,11,,17.0,8301
1001151,P004637,M,51-55,8,B,1,0,8,,,15334
1001932,P004969,M,55+,5,B,0,1,8,16.0,,5546
1001013,P002201,F,26-35,11,B,3,1,12,5.0,9.0,9423
1001665,P004880,M,18-25,0,C,0,1,3,,,13175
1001082,P002836,M,18-25,13,B,1,0,2,,,13877
1004730,P002894,M,55+,9,A,1,1,3,,3.0,14131
1000513,P004689,M,26-35,17,B,1,1,16,8.0,,14769
1002850,P001136,M,36-45,12,B,2,0,19,2.0,,10451
1000560,P003237,M,51-55,8,A,3,1,7,2.0,4.0,11785
1003673,P002663,M,46-50,18,B,2,1,19,5.0,,7739
1004584,P003389,M,0-17,3,C,4+,0,1,8.0,15.0,8112
1004993,P002582,M,51-55,2,B,4+,0,13,8.0,4.0,8872
1003344,P004076,M,0-17,5,B,0,1,14,,17.0,10601
1004071,P001971,M,26-35,8,C,0,0,1,14.0,,9982
1004800,P004328,F,0-17,9,C,0,1,4,,,5901
1001471,P004883,M,36-45,8,B,2,0,17,5.0,3.0,16837
1000581,P001661,M,18-25,16,B,1,0,6,,,7307
1002295,P004877,M,46-50,9,C,0,1,6,14.0,3.0,12025
1003148,P003290,M,0-17,5,A,0,1,2,8.0,9.0,5387
1004250,P002810,M,0-17,15,B,4+,0,17,,,13207
1001680,P004791,M,26-35,16,A,1,1,16,2.0,17.0,8741
1003507,P001414,M,26-35,10,C,2,0,12,8.0,3.0,15783
1002745,P004698,M,55+,19,A,1,1,12,,15.0,11765
1003357,P003754,M,18-25,6,A,4+,0,18,,,11346
1004046,P001342,M,46-50,3,B,2,0,16,,,14087
1001244,P003729,F,55+,9,C,3,0,6,16.0,4.0,9445
1003119,P004450,M,55+,20,B,0,0,13,,,13958
1002142,P004665,M,0-17,13,C,2,0,16,,,15437
1003060,P004737,M,18-25,16,B,4+,1,10,14.0,3.0,11104
1004549,P003700,M,46-50,13,B,1,1,11,,,11644
1002960,P004897,M,18-25,19,C,2,1,1,,3.0,6689
1002266,P001145,F,0-17,12,A,4+,1,7,5.0,17.0,12977
1002480,P001322,F,26-35,1,C,2,0,17,16.0,,11840
1004647,P003169,M,26-35,8,C,0,0,12,2.0,15.0,13874
1001636,P002275,M,26-35,2,C,1,0,15,14.0,,11290
1001758,P002878,M,36-45,3,C,1,1,9,,,6127
1004453,P004970,M,18-25,11,C,2,1,6,5.0,,8713
1002071,P003358,M,0-17,14,A,4+,1,5,,,3979
1002850,P001600,F,18-25,19,B,0,0,5,5.0,,8933
1003252,P001474,F,26-35,7,B,0,0,9,2.0,4.0,13847
1003731,P003617,M,51-55,17,A,2,0,2,,,7205
1002490,P002515,M,51-55,4,C,3,1,10,2.0,,17124
1001632,P001574,M,18-25,1,A,2,0,5,5.0,,7933
1002817,P001346,M,46-50,8,A,0,0,17,16.0,17.0,7306
1001016,P003867,M,51-55,13,C,1,1,4,14.0,,7221
1001349,P002510,M,51-55,0,C,2,0,4,16.0,,12579
1004612,P004544,M,18-25,19,C,2,1,13,14.0,9.0,11435
1003088,P001381,M,55+,3,C,1,0,19,2.0,3.0,15150
1002840,P002303,M,36-45,16,B,2,0,6,14.0,,14706
1000336,P001071,M,36-45,9,C,4+,0,19,8.0,,9977
1004593,P003568,M,26-35,1,B,1,1,16,8.0,,14199
1000896,P004437,M,0-17,5,C,1,0,6,,,6763
1003547,P003980,M,55+,18,A,1,0,11,,3.0,8900
1000852,P002117,M,46-50,8,C,0,0,10,,,13073
1001688,P002396,M,55+,18,B,2,1,18,,,15716
1001932,P003386,M,0-17,18,B,3,1,9,2.0,,10175
1003747,P004508,M,0-17,8,C,2,1,10,,,12846
1002428,P002359,M,46-50,2,C,2,0,15,,3.0,11259
1001569,P001663,F,36-45,5,C,0,0,14,8.0,,19377
1004001,P002515,M,55+,5,A,4+,1,16,2.0,,12897
1002739,P004988,M,51-55,16,A,4+,1,7,,,11205
1003499,P002891,M,26-35,12,A,0,0,8,8.0,,8540
1003914,P001039,M,18-25,12,A,0,1,8,,,11011
